,hit_rate,volatility
17981168,0.27671232876699997,21.463693261384037
9392107,0.8273972602740001,2.250128523830478
11360700,0.9287671232879999,56.10439559259383
5526921,0.20821917808200002,3.600818428052233
6574654,1.0,4.513818153779488
2509881,0.17260273972600002,0.0
9127517,1.0,0.0
13453070,1.0,0.5850838722347914
13845538,0.9780821917810001,0.0
16703741,0.460273972603,0.45979975677084794
10370748,0.169863013699,4.375696763306625
14761805,0.657534246575,0.0
15154,0.40821917808200003,0.489886915191803
16179654,1.0,0.0
9138432,0.956164383562,2.1619741895512417
14695050,0.0,
15412855,1.0,0.0
13000071,0.586301369863,9.143608527615351
404795,1.0,0.0
16590143,0.482191780822,6.7064303013125866
13576960,0.0,
12591975,1.0,0.0
16589205,0.38904109589,1.3483111170937048
13378317,0.45479452054799996,0.0
1641253,0.0,
2430715,0.03561643835619999,2.3076923076923075
776201,1.0,0.0
1444920,1.0,0.0
13175834,0.0,
16780292,1.0,0.861843085179414
16780115,0.750684931507,1.1687496785787819
17697566,0.243835616438,0.0
9111410,0.17260273972600002,0.0
10235519,0.9698630136990001,6.9506939864056285
288061,0.9753424657529999,0.0
16225594,0.493150684932,0.0
12149510,0.920547945205,0.0
2387536,1.0,0.0
10784388,1.0,2.256909076889744
15844552,0.704109589041,2.336082557421788
4782664,0.246575342466,0.0
15327483,0.841095890411,4.803540994958849
4496449,0.20547945205499998,4.552898954390363
4491403,0.923287671233,0.0
4090410,0.9753424657529999,0.0
3413115,0.9178082191779999,0.0
1914160,0.9287671232879999,0.0
12918311,0.912328767123,1.9202695599656363
262430,0.235616438356,4.540842834829454
11662340,0.991780821918,13.911962319642868
13418973,0.972602739726,7.60119327856383
17512016,0.780821917808,0.0
15939143,0.6876712328769999,0.0
15523907,0.476712328767,4.525291881615987
18426039,0.983561643836,1.344858797166938
16838403,0.627397260274,2.866013085502874
7025105,0.00821917808219,0.0
17675972,0.490410958904,13.687832613278742
17528183,0.45479452054799996,1.2969167407241091
16234017,0.0986301369863,0.4874980215217846
6286975,1.0,3.0416437862608947
18464236,0.46849315068499997,2.2825903111986787
8106112,0.9698630136990001,0.0
3125907,1.0,0.0
13753198,0.920547945205,0.0
1180742,0.731506849315,9.024896168886311
8825870,0.490410958904,0.0
10410020,0.852054794521,0.0
12901557,0.9972602739730001,0.0
14787410,0.013698630137,0.4
14407767,0.797260273973,20.661785153691284
16437992,0.501369863014,1.355697948639921
18241905,0.35068493150700003,0.0
17946343,1.0,1.4253949619396673
8344112,0.0,
15356914,0.476712328767,14.195366233841293
11773492,0.0,
16798213,0.0547945205479,0.0
804614,0.9506849315070001,0.0
18392195,0.983561643836,2.6550418037710912
3908406,0.98904109589,1.7366720041114752
5918354,0.904109589041,0.0
6378358,0.180821917808,9.833321660356336
14633517,0.772602739726,3.6235166265410967
18369038,0.98904109589,1.4156615324472093
14150271,0.7260273972600001,5.613065163883086
18075939,0.0,
9824768,0.0547945205479,2.9030156733989574
15681036,0.013698630137,2.4166091947189146
17798943,0.13698630137,4.600000000000001
10502443,0.306849315068,5.2967729393875835
15452811,0.630136986301,19.335658118052798
18124977,0.764383561644,0.0
11416478,0.972602739726,8.559841744815769
4099964,0.9972602739730001,1.0717807254467686
12436342,0.0,
8001276,0.9698630136990001,0.0
13189654,1.0,0.0
3986579,1.0,169.26818076673118
15990498,1.0,0.0
14789327,0.9397260273970001,2.199669330605122
15990773,0.93698630137,1.3804297643330845
15990734,0.8712328767120001,1.2166519958606434
15990662,0.7835616438359999,0.6788621594132357
14021689,0.821917808219,6.048691318514003
4616597,0.865753424658,0.0
16690152,0.7835616438359999,0.0
7023661,0.07123287671230001,4.8650425541052
9564654,0.6794520547949999,2.2084077762830754
8969933,0.238356164384,1.8310168047576905
12968553,0.0,
9823038,0.0301369863014,4.5581640497169715
6937614,0.0,
8475318,0.386301369863,0.0
16700084,0.0821917808219,0.7483314773547883
14009312,0.0246575342466,5.020943790086669
14726349,0.257534246575,1.789259237585415
14138133,0.9287671232879999,7.587988579260517
2978553,0.945205479452,1.6339086984745024
10596993,0.0,
6730240,0.42191780821900005,30.49352861788177
16690643,0.0,
13999043,0.041095890411,3.8964371189873215
17080546,0.849315068493,10.69967906780414
17513928,0.249315068493,0.0
11508488,0.9589041095890001,3.111668625135576
16882177,0.08493150684930001,0.0
8034435,0.846575342466,0.0
15898567,0.9753424657529999,0.0
11180228,0.934246575342,22.010881600928982
6263667,0.717808219178,2.2689868622445597
16617589,0.98904109589,0.0
14454364,0.980821917808,0.0
13995455,0.490410958904,9.293618064285912
14642492,0.33424657534200003,0.0
1412311,0.8547945205480001,8.263846761476946
14649888,0.0821917808219,0.0
16811850,0.482191780822,2.2392347492830487
4031714,0.8630136986299999,0.0
16220943,0.945205479452,0.7843566095248187
9732346,0.9479452054790001,0.0
13418404,0.145205479452,0.8679245283018867
2586819,0.9287671232879999,2.6221915746079483
3897363,0.991780821918,4.086262881442321
15757827,0.493150684932,1.8286472096290036
11103145,0.38904109589,0.0
14052019,0.931506849315,0.9932079025643444
11758214,1.0,0.1378057681091429
4155987,1.0,5.152095405827124
17000756,0.09589041095889998,20.32892781536815
16084384,0.493150684932,0.0
11168558,0.9753424657529999,23.11104787809254
15754813,0.21369863013700002,1.6635078546983175
18112809,0.8109589041099999,7.368431444862147
14109693,0.032876712328800003,2.0999338613923593
13656004,0.882191780822,1.268769426417938
14769537,0.32602739726,0.0
15555116,0.375342465753,4.719055723332918
11101243,0.9479452054790001,20.670183203211195
13982422,0.8164383561640001,8.819026893584068
15096515,0.17260273972600002,13.159429012403116
4805121,0.8712328767120001,6.825969167013876
18109405,1.0,0.9323525572705726
17977603,0.0191780821918,0.0
16813200,0.9945205479449999,11.918043102082764
17780269,0.712328767123,0.8999917816850285
14502657,0.830136986301,0.4588289688972344
7224956,0.0,
10108385,0.08767123287669999,0.0
12496724,0.8273972602740001,1.7319273619802915
4072794,0.8630136986299999,0.0
16509098,0.98904109589,1.8447755207451224
4070707,0.9780821917810001,1.899213371905272
17107596,1.0,1.452700812612979
10682977,0.06301369863009999,4.3885053498941025
604321,0.6794520547949999,2.2504913326412583
16572200,0.942465753425,0.0
18429048,0.216438356164,1.5757332981868784
15087740,0.4630136986300001,0.0
16014819,0.0465753424658,9.843059135695007
16070008,0.98904109589,15.711158259577012
9448893,0.490410958904,12.257848953197147
3615602,0.9506849315070001,5.955711938676419
3615496,0.876712328767,7.5719046635820115
13511388,0.224657534247,1.9904590988393327
15129705,0.33424657534200003,2.6457640080400635
11412721,0.0,
14689303,0.46849315068499997,2.227724797101758
13772749,0.09589041095889998,7.35768375265488
16917065,0.249315068493,0.0
15566115,0.482191780822,14.252229055760086
3944291,0.665753424658,7.219167398212861
15343693,0.19178082191799997,25.541982247720266
17046071,0.8191780821920001,20.79267199708652
16812324,0.476712328767,0.6067234601649643
12785422,0.9863013698630001,1.813816571639912
17979600,0.832876712329,1.2875253809724312
3215956,0.9095890410959999,43.38794939839318
5640425,0.0,
13701328,0.484931506849,0.0
723941,0.353424657534,0.0
4524622,0.9972602739730001,63.24555320336759
14748556,0.235616438356,22.92137429726892
8127129,0.479452054795,8.327688754990781
10093148,0.9972602739730001,0.0
17040694,0.18904109589,1.6644597865410848
6044245,0.98904109589,0.0
18464882,0.164383561644,5.96403573280897
14188641,0.9698630136990001,1.345276515891866
15673487,0.830136986301,0.5502155981190566
14539305,0.9178082191779999,0.8902131172221658
12310916,0.027397260274,3.6400549446402586
308584,1.0,0.0
14490996,0.8164383561640001,8.434488159570835
72186,0.660273972603,0.0
16822035,0.101369863014,18.477475281229413
60935,0.493150684932,4.9099923310895335
5288253,1.0,0.0
14488784,0.8986301369859999,5.16285838536339
13545489,0.34520547945200003,0.0
12543437,0.10410958904100001,39.681069260010226
6018798,1.0,0.0
14504457,0.8739726027399999,4.211565788009215
14439107,0.41643835616400005,5.881623101211878
3166863,0.93698630137,25.616438243430142
13477170,0.109589041096,0.0
9261924,0.893150684932,0.0
14655650,0.9972602739730001,0.0
13560280,1.0,0.0
15984558,0.216438356164,1.5708447653152982
6044620,1.0,0.0
4297245,0.756164383562,0.0
13559286,1.0,0.0
16757076,0.219178082192,0.0
14188406,0.9068493150679999,3.0526753765913393
60940,0.945205479452,0.0
7989393,0.246575342466,14.180933992120831
13557524,1.0,0.0
13557918,1.0,0.0
50358,0.643835616438,0.0
14400725,0.0438356164384,0.0
15054567,0.41095890410999997,5.269720633539843
8106479,0.238356164384,5.4303502579391765
16766711,0.016438356164400002,0.0
14655574,0.9972602739730001,0.0
17669930,0.73698630137,6.342390937471465
18126535,0.17260273972600002,0.0
300323,0.832876712329,0.0
300329,1.0,0.0
9079629,0.6684931506849999,0.0
35933,0.419178082192,0.0
300311,1.0,0.0
16874852,0.235616438356,0.0
15494283,0.224657534247,0.2660661491374565
6121930,0.884931506849,0.5561908949193757
288779,1.0,0.0
6644097,0.0,
16383008,0.419178082192,0.0
14504624,0.9479452054790001,5.222639317632382
14504229,0.9287671232879999,1.878016133243526
14504856,0.9068493150679999,2.716585000518373
14503449,0.9260273972600002,3.691335594990431
13712528,0.0,
14933982,0.8246575342470001,0.0
6044612,1.0,0.0
6044602,1.0,0.0
1735259,0.0,
6044166,0.131506849315,0.3996526269427266
6765248,1.0,9.02763630755898
8532464,0.0,
734774,1.0,0.0
16856040,0.246575342466,0.0
6303827,0.857534246575,2.32782192451832
18493349,0.41095890410999997,1.009928490317782
13643203,0.882191780822,11.229703731666612
13789667,0.0,
400478,1.0,0.0
17547478,0.42191780821900005,1.8727997716391658
6425962,0.441095890411,1.971499409702344
15498758,0.243835616438,13.642318884167228
4512980,0.764383561644,0.9642709557610908
7289178,1.0,0.0
10282611,0.0,
9718681,0.0,
18238821,0.9178082191779999,3.617260175046973
16066805,0.490410958904,0.0
3318745,0.983561643836,29.04883810194435
6305506,0.797260273973,0.0
3544233,0.717808219178,0.0
16191688,0.490410958904,0.0
17867997,0.6684931506849999,0.0
1868877,0.465753424658,0.0
10186684,0.9972602739730001,0.0
11874668,1.0,0.0
1781488,0.904109589041,27.63853991962837
15805916,0.47397260273999997,0.0
13319386,0.9506849315070001,0.0
11151224,0.13972602739700002,1.4331173893820859
1056955,0.186301369863,0.0
4726329,0.0,
898252,0.9479452054790001,54.57407340598545
2038783,0.479452054795,0.0
6337539,0.895890410959,42.934925107151706
727707,0.243835616438,0.0
16576373,0.254794520548,5.383479136435912
12521920,0.0109589041096,0.0
11525048,0.879452054795,54.03716173577568
12872454,0.569863013699,2.621581318492227
7278845,0.849315068493,0.0
4262415,0.747945205479,14.706149992079148
4787294,0.731506849315,0.0
14747191,0.797260273973,9.94879487096374
121717,0.9479452054790001,54.53673912140745
15492911,0.41369863013700003,0.5435307159916076
9593699,0.0,
9920833,1.0,0.0
10476754,0.241095890411,0.0
15161227,0.991780821918,0.3317218354094602
11048380,0.780821917808,0.0
16883859,0.43561643835600006,0.0
3168377,0.638356164384,7.1591533551984
4149780,0.693150684932,0.0
5650482,0.934246575342,16.045622771666824
2380122,0.972602739726,24.486978349902486
16338002,0.027397260274,0.0
12833096,0.73698630137,57.33133181337901
9061545,0.9972602739730001,6.776309271789392
5885271,0.0438356164384,0.0
8624273,0.0,
738178,0.7260273972600001,0.0
14929647,0.731506849315,0.0
16488081,0.482191780822,0.0
13625332,0.846575342466,38.25397463727226
48118,0.8164383561640001,80.8695190773729
12139409,0.5479452054789999,13.43722348552716
1194408,0.893150684932,67.25379052473592
9299438,0.0657534246575,0.4061164310337068
7128734,1.0,0.0
902788,0.73698630137,4.872430449828123
11738926,0.47397260273999997,1.8022821058871736
9888066,0.265753424658,1.3580102103154716
8462800,0.923287671233,7.3276442887891
10035675,0.17260273972600002,1.3988081166265574
6079250,0.942465753425,0.0
15602572,0.243835616438,0.0
12194415,0.942465753425,22.56795219327502
3304088,0.846575342466,4.736287692904543
7529232,0.0,
15632663,0.739726027397,72.27276256311744
9847184,0.9972602739730001,225.70400093734617
13452881,0.22739726027399998,90.67415769747849
450939,0.0,
9218696,0.9972602739730001,5.872801368884121
13300536,0.7260273972600001,60.480574040270575
851587,0.920547945205,3.022307873759197
6093649,0.742465753425,0.0
10206274,0.432876712329,2.580765565738897
4716603,0.73698630137,0.0
15464096,0.109589041096,24.904818810824548
4191870,0.517808219178,0.0
7403319,0.956164383562,10.849946947215905
522020,0.9945205479449999,0.0
12710030,0.241095890411,0.3629254414243485
2222970,1.0,0.0
13101663,0.161643835616,0.0
7398419,0.745205479452,6.816358903580579
6153379,0.9671232876710001,15.410212350535163
12966319,0.9945205479449999,0.0
9229793,0.09589041095889998,0.0
643646,1.0,4.513818153779488
5196934,0.9698630136990001,6.570492733775383
2345348,0.42739726027400005,66.86361441233498
7129441,1.0,0.0
13617788,0.32602739726,0.0
6013602,0.915068493151,0.0
7389360,0.0,
9157599,0.27123287671199997,0.0
3783267,0.912328767123,0.0
9030119,0.36986301369900004,0.0
506659,0.942465753425,13.259765832793159
12629858,0.9753424657529999,7.326669836809499
17543042,0.0438356164384,0.0
16689332,0.232876712329,7.60635319956547
15904225,0.895890410959,23.942238393729056
17608117,0.052054794520500006,5.982430416161188
5220845,0.9178082191779999,4.54954752841414
18357049,0.41643835616400005,12.561262618047474
2072523,0.931506849315,8.72062344998348
10393663,0.723287671233,9.996021218336287
18061399,0.704109589041,0.0
12816576,0.961643835616,6.783763549394351
9473218,0.10410958904100001,0.0
4942926,0.9945205479449999,0.0
17940714,0.109589041096,0.0
2026121,0.145205479452,27.27573691280776
15956836,0.8438356164380001,28.61660297529816
8813695,0.791780821918,0.0
3635268,0.9671232876710001,23.67055918062302
5863395,0.8273972602740001,0.0
15890048,0.476712328767,0.7994292124150656
5929157,0.9945205479449999,0.0
226609,0.791780821918,5.252816257866364
13005599,1.0,2.7082908922676934
5075412,0.0931506849315,22.555199494162164
12544639,0.0,
13266485,0.315068493151,0.0
8939727,0.9260273972600002,0.881438359022896
11167474,0.216438356164,3.3635176648201863
16016183,0.452054794521,0.0
10051892,0.169863013699,0.0
1924995,0.931506849315,7.696264204077327
15721651,0.147945205479,2.9528182813151806
7494583,0.0,
14368754,0.931506849315,9.278708372707076
13654063,0.813698630137,10.013015144670877
14769283,0.742465753425,3.7201721508866665
4252654,0.9972602739730001,4.517539514526256
4937356,1.0,0.0
1860700,0.704109589041,0.0
10573377,0.0,
17125665,0.441095890411,17.98230937572156
14268409,0.772602739726,3.9123038509890335
4738087,0.8082191780820001,17.818422145854672
8539072,0.0,
4803044,0.0,
16599778,0.169863013699,0.0
1608813,0.33424657534200003,0.0
8799711,0.0,
9847560,1.0,22.569090768897524
4605018,0.567123287671,25.023658436131143
8391306,1.0,4.513818153779488
16334829,0.441095890411,24.645943949101213
12227565,0.93698630137,1.0024294213099323
14755802,0.7013698630140001,0.0
16375084,0.479452054795,7.5943050628582895
12853171,0.7945205479449999,23.20077313279823
10279512,0.5479452054789999,0.0
17045261,0.490410958904,0.40976806303669816
4217123,0.243835616438,0.0
8392466,1.0,9.02763630755898
7804135,0.21095890410999998,0.0
6426830,0.821917808219,6.486343774080695
17108083,0.490410958904,0.0
17304013,0.98904109589,9.670649334576467
4268564,0.0,
14083751,0.8,2.341574371776942
13864335,0.778082191781,55.701410160161856
13514774,0.235616438356,0.0
15741993,0.279452054795,2.1723375348329594
16724403,0.482191780822,0.0
602514,0.0,
14233605,0.224657534247,0.0
5385260,1.0,0.0
18468859,0.9972602739730001,0.0
10596792,0.0301369863014,0.7925270806437589
7416214,0.339726027397,40.14962908821099
4768700,0.0,
8068957,0.838356164384,3.9508776753489196
16260618,0.238356164384,0.0
1645234,1.0,0.0
7805879,0.742465753425,5.707729706434103
9574564,0.43561643835600006,9.307517399776712
17881318,0.0,
7279344,0.249315068493,0.0
7278653,0.934246575342,0.0
1445819,0.6547945205479999,0.0
1117858,0.33698630136999996,0.0
854258,0.8,0.0
10553430,0.7945205479449999,4.916544904005601
12911544,0.887671232877,0.0
4129518,0.73698630137,1.821333723735275
1966544,0.9506849315070001,7.322210254837928
7182074,0.942465753425,4.6292178522080505
14396344,1.0,9.027636307558977
2819257,1.0,2.7082908922677005
15130334,0.243835616438,0.0
1818856,1.0,0.0
15719005,0.931506849315,0.0
16220188,0.00821917808219,0.0
16330364,0.156164383562,0.0
13548848,0.9945205479449999,81.38276326186592
8996582,0.764383561644,0.16933350266692065
8305432,0.991780821918,0.0
18059204,0.09589041095889998,18.63724600834335
13397738,0.9863013698630001,0.8677166004897172
7402485,0.39178082191799996,13.713680755189312
16369859,0.490410958904,0.0
18094452,0.9479452054790001,0.0
14201708,0.602739726027,4.546281742913699
8188578,0.964383561644,0.0
15758753,0.920547945205,0.0
17763066,0.41095890410999997,0.6978060857669076
17589714,0.9479452054790001,20.27567369123071
14639518,0.235616438356,0.0
16933577,1.0,8.329584494859818
16508067,0.865753424658,0.0
15817998,0.0,
2925726,1.0,4.513818153779488
16740058,0.36986301369900004,9.930772724898118
18044559,1.0,9.013490441864368
13497291,0.983561643836,5.427819444283314
16437795,0.9972602739730001,0.0
6240341,0.920547945205,0.5789971855973927
15945555,0.40821917808200003,0.0
13882274,0.41369863013700003,20.400455599284843
2007473,0.841095890411,0.0
18010414,0.484931506849,0.0
13606819,0.0246575342466,0.0
14501652,0.904109589041,0.0
12623061,0.9972602739730001,0.0
10001372,1.0,0.0
17032353,1.0,0.0
10153794,0.145205479452,24.307569943706287
17821448,1.0,0.0
17667849,0.578082191781,0.0
15636559,0.33424657534200003,0.0
16239810,0.493150684932,3.2129944496269127
13929036,0.9589041095890001,0.0
11637944,0.493150684932,1.8119885400122693
15088712,0.243835616438,0.0
4576274,0.602739726027,38.450320797380684
17867446,0.358904109589,7.0427863173562075
15452393,0.243835616438,0.0
16179725,0.0,
12096098,0.912328767123,4.004470443301971
17666642,1.0,0.0
9739855,0.0,
9758070,1.0,5.867963599913348
9750094,0.241095890411,25.40478089970436
18124200,0.972602739726,9.023586541097183
4929392,0.747945205479,11.016449261408491
18008477,0.106849315068,11.584069407458587
17075450,1.0,5.562766605071231
16239355,0.246575342466,0.0
14649116,0.9863013698630001,0.0
16856537,1.0,4.972961230898123
14059489,0.490410958904,0.0
13901626,0.00821917808219,13.199326582148887
14016839,0.386301369863,3.2330625614860247
17220879,0.460273972603,4.879442275106835
18041797,0.08493150684930001,10.913051499378884
9771001,0.9972602739730001,1.807015805810506
16630334,0.246575342466,0.0
15860683,0.868493150685,0.0
17698358,0.6767123287669999,0.0
9516417,0.98904109589,2.2906493689234693
17513751,0.0767123287671,0.0
3712851,1.0,0.0
17627136,0.493150684932,0.0
14154925,0.9972602739730001,0.0
14810362,0.9945205479449999,0.4508153149162898
9961396,0.45479452054799996,2.213525506111686
17759908,0.7260273972600001,46.895864731034486
18118225,0.117808219178,0.0
14284062,0.47397260273999997,0.0
10417384,1.0,0.0
14658022,0.5369863013699999,2.473069232466292
6188072,0.8986301369859999,0.0
11257722,0.9972602739730001,5.255755150559478
14920747,1.0,0.0
18109123,0.991780821918,0.0
12087040,0.169863013699,1.876798478424368
17687223,0.490410958904,7.138077826091593
2547335,0.0,
13883680,0.586301369863,8.385835282357283
18077648,0.08493150684930001,17.917315002507028
18010665,0.487671232877,0.0
17780529,0.723287671233,8.003657910287245
18007593,0.115068493151,19.547909051847967
18014072,0.482191780822,0.0
16694387,0.8082191780820001,0.0
14595918,0.956164383562,0.0
14202325,0.660273972603,0.0
7385158,0.9780821917810001,47.07242150477281
7385035,0.6547945205479999,10.963155931409542
18329089,0.9972602739730001,0.0
16886326,0.983561643836,2.40701405986406
11639485,0.493150684932,0.0
17990325,0.9972602739730001,0.0
18064112,0.279452054795,3.1895156968766942
11443623,0.9972602739730001,0.0
17994609,0.19178082191799997,8.398250546685178
10332001,0.241095890411,0.0
15573824,0.98904109589,0.0
14786234,0.904109589041,8.031608813217819
3946877,0.769863013699,0.8730981480538464
18128783,0.241095890411,0.0
9346080,0.0,
18083618,0.22191780821899998,0.5211573066470475
10394067,0.569863013699,4.595057400598276
8864713,0.394520547945,0.0
17668138,0.17260273972600002,0.0
9028236,0.9945205479449999,0.3341632997709296
18450769,0.980821917808,3.648631750996571
15042856,0.238356164384,0.0
18450568,0.0301369863014,9.364077659504067
13618794,0.66301369863,4.2141487786127785
16614278,0.4,6.184002266394727
13992688,0.695890410959,5.040852390259571
11761315,0.0767123287671,1.7871422861709716
16695546,0.802739726027,0.0
18449852,0.487671232877,0.0
16586315,0.33150684931499996,0.0
17991028,0.797260273973,0.0
6389499,1.0,0.0
13467384,0.476712328767,0.8858035368703905
9465562,0.47397260273999997,0.0
15760836,0.41095890410999997,3.0897680603350564
15039881,0.9972602739730001,0.0
16219090,0.232876712329,0.0
2980301,1.0,0.0
16547045,0.493150684932,0.0
18315331,0.0383561643836,0.0
4616984,1.0,0.0
14185209,0.246575342466,0.3887301263230196
15822534,0.9863013698630001,9.012337223063826
18180761,0.479452054795,4.1882245032705585
2977186,0.972602739726,3.158255289383997
8972264,1.0,0.0
7955669,1.0,0.0
17457497,0.945205479452,2.531289594481859
12738900,0.550684931507,15.775773446834409
12935478,0.484931506849,0.4580105807799148
17850042,0.041095890411,7.2
4973812,0.923287671233,6.072681265879037
9395450,0.23013698630100002,0.6263307827602809
18308322,0.9753424657529999,0.0
6838295,0.8739726027399999,0.0
5920522,0.832876712329,0.0
7034518,0.9780821917810001,0.0
17519674,0.723287671233,27.140009304116834
17031843,0.380821917808,1.2556378731980375
5261353,0.506849315068,0.0
17254998,0.41095890410999997,0.0
16470117,0.9972602739730001,0.0
15156510,0.243835616438,0.0
6045926,0.991780821918,0.0
16989578,0.21095890410999998,0.0
15873233,0.41095890410999997,0.0
12826997,0.08767123287669999,25.41645320948617
3890624,1.0,0.0
7565496,1.0,4.513818153779488
16693820,0.8438356164380001,0.0
6760715,1.0,0.0
2262698,0.194520547945,0.4679788091784831
15675422,0.6684931506849999,8.413825628324096
8988326,0.43013698630099995,11.304611050508832
15606255,0.923287671233,0.0
