id,hit_rate
11101243,0.947945205
13982422,0.816438356
15096515,0.17260274
4805121,0.871232877
18109405,1
17977603,0.019178082
16813200,0.994520548
17780269,0.712328767
14502657,0.830136986
7224956,0
10108385,0.087671233
12496724,0.82739726
4072794,0.863013699
16509098,0.989041096
4070707,0.978082192
17107596,1
10682977,0.063013699
604321,0.679452055
16572200,0.942465753
18429048,0.216438356
15087740,0.463013699
16014819,0.046575342
16070008,0.989041096
9448893,0.490410959
3615602,0.950684932
3615496,0.876712329
13511388,0.224657534
15129705,0.334246575
11412721,0
14689303,0.468493151
13772749,0.095890411
16917065,0.249315068
15566115,0.482191781
3944291,0.665753425
15343693,0.191780822
17046071,0.819178082
16812324,0.476712329
12785422,0.98630137
17979600,0.832876712
3215956,0.909589041
5640425,0
13701328,0.484931507
723941,0.353424658
4524622,0.997260274
14748556,0.235616438
8127129,0.479452055
10093148,0.997260274
17040694,0.189041096
6044245,0.989041096
18464882,0.164383562
14188641,0.969863014
15673487,0.830136986
14539305,0.917808219
12310916,0.02739726
308584,1
14490996,0.816438356
72186,0.660273973
16822035,0.101369863
60935,0.493150685
5288253,1
14488784,0.898630137
13545489,0.345205479
12543437,0.104109589
6018798,1
14504457,0.873972603
14439107,0.416438356
3166863,0.936986301
13477170,0.109589041
9261924,0.893150685
14655650,0.997260274
13560280,1
15984558,0.216438356
6044620,1
4297245,0.756164384
13559286,1
16757076,0.219178082
14188406,0.906849315
60940,0.945205479
7989393,0.246575342
13557524,1
13557918,1
50358,0.643835616
14400725,0.043835616
15054567,0.410958904
8106479,0.238356164
16766711,0.016438356
14655574,0.997260274
17669930,0.736986301
18126535,0.17260274
300323,0.832876712
300329,1
9079629,0.668493151
35933,0.419178082
300311,1
16874852,0.235616438
15494283,0.224657534
6121930,0.884931507
288779,1
6644097,0
16383008,0.419178082
14504624,0.947945205
14504229,0.928767123
14504856,0.906849315
14503449,0.926027397
13712528,0
14933982,0.824657534
6044612,1
6044602,1
1735259,0
6044166,0.131506849
6765248,1
8532464,0
734774,1
16856040,0.246575342
6303827,0.857534247
18493349,0.410958904
13643203,0.882191781
13789667,0
400478,1
17547478,0.421917808
6425962,0.44109589
15498758,0.243835616
4512980,0.764383562
7289178,1
10282611,0
9718681,0
18238821,0.917808219
16066805,0.490410959
3318745,0.983561644
6305506,0.797260274
3544233,0.717808219
16191688,0.490410959
17867997,0.668493151
1868877,0.465753425
10186684,0.997260274
11874668,1
1781488,0.904109589
15805916,0.473972603
13319386,0.950684932
11151224,0.139726027
1056955,0.18630137
4726329,0
898252,0.947945205
2038783,0.479452055
6337539,0.895890411
727707,0.243835616
16576373,0.254794521
12521920,0.010958904
11525048,0.879452055
12872454,0.569863014
7278845,0.849315068
4262415,0.747945205
4787294,0.731506849
14747191,0.797260274
121717,0.947945205
15492911,0.41369863
9593699,0
9920833,1
10476754,0.24109589
15161227,0.991780822
11048380,0.780821918
16883859,0.435616438
3168377,0.638356164
4149780,0.693150685
5650482,0.934246575
2380122,0.97260274
16338002,0.02739726
12833096,0.736986301
9061545,0.997260274
5885271,0.043835616
8624273,0
738178,0.726027397
14929647,0.731506849
16488081,0.482191781
13625332,0.846575342
48118,0.816438356
12139409,0.547945205
1194408,0.893150685
9299438,0.065753425
7128734,1
902788,0.736986301
11738926,0.473972603
9888066,0.265753425
8462800,0.923287671
10035675,0.17260274
6079250,0.942465753
15602572,0.243835616
12194415,0.942465753
3304088,0.846575342
7529232,0
15632663,0.739726027
9847184,0.997260274
13452881,0.22739726
450939,0
9218696,0.997260274
13300536,0.726027397
851587,0.920547945
6093649,0.742465753
10206274,0.432876712
4716603,0.736986301
15464096,0.109589041
4191870,0.517808219
7403319,0.956164384
522020,0.994520548
12710030,0.24109589
2222970,1
13101663,0.161643836
7398419,0.745205479
6153379,0.967123288
12966319,0.994520548
9229793,0.095890411
643646,1
5196934,0.969863014
2345348,0.42739726
7129441,1
13617788,0.326027397
6013602,0.915068493
7389360,0
9157599,0.271232877
3783267,0.912328767
9030119,0.369863014
506659,0.942465753
12629858,0.975342466
17543042,0.043835616
16689332,0.232876712
15904225,0.895890411
17608117,0.052054795
5220845,0.917808219
18357049,0.416438356
2072523,0.931506849
10393663,0.723287671
18061399,0.704109589
12816576,0.961643836
9473218,0.104109589
4942926,0.994520548
17940714,0.109589041
2026121,0.145205479
15956836,0.843835616
8813695,0.791780822
3635268,0.967123288
5863395,0.82739726
15890048,0.476712329
5929157,0.994520548
226609,0.791780822
13005599,1
5075412,0.093150685
12544639,0
13266485,0.315068493
8939727,0.926027397
11167474,0.216438356
16016183,0.452054795
10051892,0.169863014
1924995,0.931506849
15721651,0.147945205
7494583,0
14368754,0.931506849
13654063,0.81369863
14769283,0.742465753
4252654,0.997260274
4937356,1
1860700,0.704109589
10573377,0
17125665,0.44109589
14268409,0.77260274
4738087,0.808219178
8539072,0
4803044,0
16599778,0.169863014
1608813,0.334246575
8799711,0
9847560,1
4605018,0.567123288
8391306,1
16334829,0.44109589
12227565,0.936986301
14755802,0.701369863
16375084,0.479452055
12853171,0.794520548
10279512,0.547945205
17045261,0.490410959
4217123,0.243835616
8392466,1
7804135,0.210958904
6426830,0.821917808
17108083,0.490410959
17304013,0.989041096
4268564,0
14083751,0.8
13864335,0.778082192
13514774,0.235616438
15741993,0.279452055
16724403,0.482191781
602514,0
14233605,0.224657534
5385260,1
18468859,0.997260274
10596792,0.030136986
7416214,0.339726027
4768700,0
8068957,0.838356164
16260618,0.238356164
1645234,1
7805879,0.742465753
9574564,0.435616438
17881318,0
7279344,0.249315068
7278653,0.934246575
1445819,0.654794521
1117858,0.336986301
854258,0.8
10553430,0.794520548
12911544,0.887671233
4129518,0.736986301
1966544,0.950684932
7182074,0.942465753
14396344,1
2819257,1
15130334,0.243835616
1818856,1
15719005,0.931506849
16220188,0.008219178
16330364,0.156164384
13548848,0.994520548
8996582,0.764383562
8305432,0.991780822
18059204,0.095890411
13397738,0.98630137
7402485,0.391780822
16369859,0.490410959
18094452,0.947945205
14201708,0.602739726
8188578,0.964383562
15758753,0.920547945
17763066,0.410958904
17589714,0.947945205
14639518,0.235616438
16933577,1
16508067,0.865753425
15817998,0
2925726,1
16740058,0.369863014
18044559,1
13497291,0.983561644
16437795,0.997260274
6240341,0.920547945
15945555,0.408219178
13882274,0.41369863
2007473,0.84109589
18010414,0.484931507
13606819,0.024657534
14501652,0.904109589
12623061,0.997260274
10001372,1
17032353,1
10153794,0.145205479
17821448,1
17667849,0.578082192
15636559,0.334246575
16239810,0.493150685
13929036,0.95890411
11637944,0.493150685
15088712,0.243835616
4576274,0.602739726
17867446,0.35890411
15452393,0.243835616
16179725,0
12096098,0.912328767
17666642,1
9739855,0
9758070,1
9750094,0.24109589
18124200,0.97260274
4929392,0.747945205
18008477,0.106849315
17075450,1
16239355,0.246575342
14649116,0.98630137
16856537,1
14059489,0.490410959
13901626,0.008219178
14016839,0.38630137
17220879,0.460273973
18041797,0.084931507
9771001,0.997260274
16630334,0.246575342
15860683,0.868493151
17698358,0.676712329
9516417,0.989041096
17513751,0.076712329
3712851,1
17627136,0.493150685
14154925,0.997260274
14810362,0.994520548
9961396,0.454794521
17759908,0.726027397
18118225,0.117808219
14284062,0.473972603
10417384,1
14658022,0.536986301
6188072,0.898630137
11257722,0.997260274
14920747,1
18109123,0.991780822
12087040,0.169863014
17687223,0.490410959
2547335,0
13883680,0.58630137
18077648,0.084931507
18010665,0.487671233
17780529,0.723287671
18007593,0.115068493
18014072,0.482191781
16694387,0.808219178
14595918,0.956164384
14202325,0.660273973
7385158,0.978082192
7385035,0.654794521
18329089,0.997260274
16886326,0.983561644
11639485,0.493150685
17990325,0.997260274
18064112,0.279452055
11443623,0.997260274
17994609,0.191780822
10332001,0.24109589
15573824,0.989041096
14786234,0.904109589
3946877,0.769863014
18128783,0.24109589
9346080,0
18083618,0.221917808
10394067,0.569863014
8864713,0.394520548
17668138,0.17260274
9028236,0.994520548
18450769,0.980821918
15042856,0.238356164
18450568,0.030136986
13618794,0.663013699
16614278,0.4
13992688,0.695890411
11761315,0.076712329
16695546,0.802739726
18449852,0.487671233
16586315,0.331506849
17991028,0.797260274
6389499,1
13467384,0.476712329
9465562,0.473972603
15760836,0.410958904
15039881,0.997260274
16219090,0.232876712
2980301,1
16547045,0.493150685
18315331,0.038356164
4616984,1
14185209,0.246575342
15822534,0.98630137
18180761,0.479452055
2977186,0.97260274
8972264,1
7955669,1
17457497,0.945205479
12738900,0.550684932
12935478,0.484931507
17850042,0.04109589
4973812,0.923287671
9395450,0.230136986
18308322,0.975342466
6838295,0.873972603
5920522,0.832876712
7034518,0.978082192
17519674,0.723287671
17031843,0.380821918
5261353,0.506849315
17254998,0.410958904
16470117,0.997260274
15156510,0.243835616
6045926,0.991780822
16989578,0.210958904
15873233,0.410958904
12826997,0.087671233
3890624,1
7565496,1
16693820,0.843835616
6760715,1
2262698,0.194520548
15675422,0.668493151
8988326,0.430136986
15606255,0.923287671
10035331,1
17990765,0.090410959
13899834,0.58630137
16848792,0.931506849
16586571,0.490410959
16586462,0.383561644
5407486,1
18026483,0.410958904
12848884,0.136986301
18027738,0.723287671
10824676,0.97260274
17094703,0.931506849
14616310,1
15860740,0.819178082
11275071,1
14829079,1
13601221,0.224657534
16855865,1
18428370,0.095890411
18231736,0.076712329
10498164,0.780821918
18025841,0.490410959
17554445,0.353424658
13829680,0.917808219
14551723,0.964383562
17211793,0.490410959
18254110,0.246575342
9968750,1
15708148,0.989041096
14228669,0.764383562
11606566,0.290410959
16526902,0.41369863
15734488,0
17437952,0.276712329
16693777,0.830136986
17667119,0.690410959
17829336,0.24109589
5704758,0.764383562
18287669,0.454794521
12193322,0.432876712
17704215,0.693150685
17500475,0
16320062,0.473972603
8849532,0
13239421,0.673972603
17106251,0.265753425
17405257,0.490410959
18177762,0.230136986
17980147,0.493150685
16650289,0.490410959
1259671,0.728767123
3048760,0
12827728,0.15890411
17160997,0
12091072,0.671232877
4644788,0.534246575
18446274,0.18630137
245366,0.58630137
7631980,0.953424658
7992,0.734246575
729705,0.336986301
14819908,0.463013699
17372523,0.838356164
18476565,0.98630137
2889528,0
4059800,0.997260274
839235,0.210958904
5698154,0.4
3985416,0.997260274
6287301,0.956164384
12731932,0.947945205
3687150,0.663013699
998925,0.597260274
6506661,0.964383562
10544608,1
10020014,0.994520548
1950750,0.460273973
1237815,0.906849315
16842334,0.295890411
16186479,0
17626994,0.117808219
15313818,0.934246575
5173986,0
9760639,0.394520548
191733,0.665753425
4385514,0.320547945
1698049,0.917808219
2419745,0.920547945
18305547,1
51307,0.761643836
12805392,0.443835616
8190529,1
14341534,0.084931507
6144351,0.18630137
13942843,0.997260274
15974346,0.04109589
5685156,0
11910103,0
7517923,0
2602008,0.846575342
13674035,0.980821918
7053933,0.232876712
11116617,0
7118521,0.97260274
11770800,0
6591601,0.871232877
953817,0.964383562
8154377,0.054794521
5607340,0.904109589
14125614,0.468493151
7440618,0.882191781
3310288,0.095890411
491168,0.808219178
6914608,1
5160786,0
11826673,0.35890411
13464348,0
16740771,0
14138405,0.465753425
4680505,0.854794521
10708502,0.753424658
14967360,0.931506849
17588127,0.145205479
286866,0.394520548
4086960,0.997260274
6186079,0
1530440,0.994520548
16407066,0.389041096
12539320,0.117808219
7163179,0
17188729,0.15890411
4637876,0.717808219
1160510,0.717808219
16005864,0.438356164
17175597,0.454794521
3083959,0.838356164
5112729,1
7550581,0
15147515,0.843835616
18429843,0.545205479
3923395,0.769863014
16134698,0.128767123
995305,0.808219178
1454412,0.939726027
138244,0.701369863
5445780,0
2559573,0.723287671
6557128,0.706849315
1313472,0.780821918
5309499,0.243835616
15598273,0.432876712
9700130,0.994520548
1048577,0.087671233
12957025,0.610958904
13328181,0.849315068
2728951,0
12272772,0.846575342
17846105,0.865753425
13684502,0.736986301
16252716,0.364383562
13478984,0.736986301
13941690,0.797260274
12172613,0.550684932
6900076,0.671232877
13451965,0
18309423,0.912328767
6886888,0.797260274
7458577,0.783561644
17239384,0.4
16071326,0.208219178
16114302,0.043835616
3980863,0.901369863
6766070,0.183561644
16069541,0.18630137
15806552,0.495890411
17267680,0.917808219
13138141,0.939726027
18265842,0.98630137
8631901,0.819178082
13592114,0.079452055
16114087,0.043835616
16312268,0.043835616
18226182,0.994520548
13603327,0.079452055
16312317,0.057534247
18226054,0.961643836
14216909,0.947945205
12310857,0.810958904
9755989,0.315068493
10104444,0.071232877
16155288,0.912328767
13592173,0.079452055
16155625,0.821917808
18244935,0.923287671
18344118,1
16111572,0.060273973
16111651,0.063013699
14746571,0.079452055
16113821,0.032876712
16111476,0.079452055
8373233,0.82739726
10570618,0.169863014
8704701,0.339726027
13982111,0.323287671
16261244,0.117808219
13129891,0.167123288
14014118,0.671232877
16111285,0.073972603
13996743,0.898630137
10654551,0
18476345,1
14078459,0.271232877
17191522,0.205479452
5526345,0.936986301
16114402,0.030136986
16312124,0.035616438
16114545,0.079452055
16114153,0.079452055
13660207,0.079452055
5918974,0.912328767
16114475,0.076712329
16312899,0.043835616
10998029,0.391780822
17997772,0.835616438
16113877,0.079452055
8013052,0.956164384
4495428,0.901369863
11396042,0.843835616
13603972,0.076712329
18240512,0.994520548
16114510,0.043835616
13603857,0.071232877
13603466,0.079452055
16114192,0.079452055
15819196,0.243835616
10274815,0.002739726
18472645,0.994520548
9867256,0.41369863
13602844,0.079452055
4540279,0.468493151
7915214,0.463013699
15806813,0.520547945
15806709,0.169863014
18277566,0.95890411
13080420,0.424657534
16114034,0.043835616
16113995,0.073972603
12022403,0.509589041
18253249,1
8373331,0.821917808
13636622,0.079452055
16286482,0.561643836
18288524,0.95890411
16114438,0.079452055
15806642,0.156164384
16313023,0.079452055
15990034,0.912328767
17267903,0.983561644
11992657,0.271232877
16121603,0
13647566,0.394520548
17299621,0.164383562
11971223,0.032876712
11465156,0.087671233
4566166,0.334246575
16312230,0.073972603
16313134,0.043835616
16312034,0.043835616
16312981,0.043835616
18278021,0.964383562
16114228,0.04109589
16114354,0.084931507
17191808,0.156164384
8114376,0.720547945
18467182,0.989041096
8373375,0.865753425
4440008,0.331506849
16859079,0.964383562
18445469,0.24109589
14334544,0.454794521
16103540,0.071232877
7386475,0.490410959
8629901,0.805479452
18196461,0.964383562
16098610,0.367123288
6866084,0.169863014
8691474,0
17206784,0.210958904
13674565,0.079452055
9545027,0.882191781
8625772,0.334246575
18259367,1
7117076,0.876712329
13603038,0.079452055
11634731,0.043835616
18253484,0.969863014
13731033,0.082191781
17269843,0.819178082
13604416,0.079452055
8683685,0.838356164
16155063,0.835616438
16155164,0.964383562
7765579,0
9944452,0.934246575
13660276,0.079452055
13660081,0.071232877
12871815,0.4
4746568,0.923287671
550153,0.969863014
14389569,0.079452055
16082746,0.432876712
14072071,1
16082400,0
10457193,0.967123288
17193862,0.945205479
14853211,0.178082192
11950632,0.893150685
14637846,0.421917808
18240467,1
9396854,0
6505664,0
6006534,0.939726027
16114125,0.079452055
18431683,0.997260274
15678364,0.78630137
16113666,0.060273973
16113354,0.043835616
18472482,0.989041096
18472391,1
11680622,1
17270031,0.378082192
8990888,0.243835616
13636422,0.063013699
12917085,0.84109589
18485149,1
18288426,1
8718852,0.906849315
16113415,0.079452055
11417978,0.315068493
16725021,0.454794521
16114257,0.04109589
18231903,0.997260274
7660161,0.912328767
7483883,0.78630137
16003481,0.832876712
15806422,0.216438356
17423684,0.254794521
18231518,0.895890411
14887528,0.81369863
18344448,0.945205479
13261964,0.838356164
18451323,0.991780822
15989946,0.854794521
13671826,0.079452055
16112755,0.079452055
18259266,0.843835616
7086506,0.961643836
8069456,0.898630137
14295043,1
6822879,0.753424658
6494262,0.868493151
10175417,0.210958904
14095698,0.865753425
13636806,0.079452055
14095418,0.808219178
18487065,1
16155512,0.953424658
16155397,0.8
7242487,0
16977723,0.4
9907491,0.167123288
17304633,0.906849315
16111729,0.043835616
13765236,0.073972603
13765020,0.079452055
16154928,0.942465753
17499826,0.81369863
1048688,0.394520548
8241047,1
8240891,0.64109589
14773166,0.156164384
15520473,1
9018356,0.865753425
8899661,0.915068493
16517448,0.482191781
8241088,0.997260274
8240748,0.893150685
15894343,0.893150685
8672978,0.923287671
16548856,0.490410959
11000603,0.991780822
16379827,0.969863014
16365308,0.964383562
17610236,0.246575342
10085521,1
14902511,0.945205479
18286322,0.98630137
18149755,0.230136986
16095346,0.2
13586148,0.205479452
3663765,1
17994750,0.101369863
18473391,0.087671233
17942678,0.306849315
17320648,0.98630137
9173233,1
18315408,0.331506849
13282180,0.221917808
15193962,0.243835616
17028480,0.246575342
4566972,1
18062839,0.482191781
18255264,0.969863014
9479062,0.024657534
18452407,0.147945205
9010430,1
13530214,0.95890411
13660644,0.761643836
15756830,0
13642886,0.893150685
14387027,1
15604711,1
17704230,0.471232877
17438389,0.838356164
15009422,1
14829332,0.145205479
5385062,0.690410959
13379739,0.331506849
10687872,0.915068493
12420252,0.997260274
17439014,0.832876712
17438964,0.835616438
14358383,0.750684932
15143221,0.230136986
13817184,0.912328767
8292371,0.923287671
14074089,0.153424658
15350210,0.923287671
7716927,0.97260274
9944596,0.038356164
5619212,0.22739726
11066152,0.978082192
10592095,0.936986301
17420878,0.224657534
2997467,0.950684932
3522308,0.978082192
18397963,0.238356164
1451117,0.454794521
13578140,0.934246575
10141022,0.515068493
11590920,0.761643836
15472364,0.969863014
13021922,0.619178082
14715853,0.087671233
7515886,0.183561644
15707655,0.978082192
11339369,0
17626340,0.830136986
9300693,0.980821918
5466521,0.336986301
15585263,0.216438356
13494088,0
15421930,1
2250557,1
7131512,0.479452055
1495256,0.778082192
13081388,0.849315068
8295930,1
14279793,0.038356164
18388570,0.931506849
9889443,0
5395797,0
14826445,0.334246575
5979554,0.506849315
15643493,0.490410959
1651611,0
14143544,0.084931507
9090616,0.95890411
11345291,0
16259807,0
12043468,0.654794521
13147304,0.857534247
17235103,0.991780822
1769351,0.893150685
7600414,0.22739726
15791710,0.246575342
1308232,0.923287671
3667516,0.950684932
13825293,0
4978403,0.942465753
844386,0.876712329
3469686,0.484931507
3010416,0.578082192
13497117,0
10414395,0.764383562
7460814,1
11588946,0
6605017,0.479452055
5554288,0.942465753
1226151,1
2864984,0.980821918
11552845,0
6336682,0.287671233
7391213,0.04109589
12426518,0.443835616
9686223,0.493150685
8516411,0.323287671
8130913,0
6792417,0.745205479
12952749,0
7513451,0.717808219
433641,0.904109589
12600622,0.934246575
564463,0.454794521
16620385,0
16270454,0.257534247
17140323,0.191780822
3114095,0.936986301
13141473,0.178082192
6613791,0
5864004,0.246575342
947767,0
3438037,0.493150685
1340491,0.97260274
2846822,0.906849315
15888272,0
11169799,1
12741265,0.701369863
3237764,0.920547945
7695754,0.476712329
10839898,0.060273973
4842895,0.863013699
15818344,0.983561644
13590080,0
3979641,0.643835616
1530243,1
9629923,0.805479452
12388148,0.915068493
15345525,0.238356164
14883418,0.189041096
2565166,0.468493151
12889497,0.010958904
3543006,1
854515,0.778082192
8393022,0.989041096
13436690,0.879452055
1901479,1
18037369,0.071232877
12006462,0.101369863
6501809,0.02739726
3628311,0.909589041
6411787,1
8455753,0.789041096
12055098,0.331506849
14058763,0
3594417,0.939726027
17569715,0.232876712
10293739,0.090410959
16453878,0.232876712
13298087,0.010958904
17860823,0.24109589
15632392,1
16498719,1
15959135,0.189041096
14101740,0.243835616
7989078,1
9157729,0
6313954,0.739726027
658342,0.997260274
16440523,0.997260274
10115919,0.230136986
9374507,0.24109589
13019384,0.457534247
13887347,0.991780822
4580953,0.419178082
14613526,0.493150685
12227827,0
8309875,0.320547945
2017566,0
7989313,1
14341151,0.473972603
5629216,0
11986817,0.997260274
6586258,0.994520548
17825238,0.991780822
18272941,0.117808219
7790115,0
13752294,0.408219178
15250975,0.490410959
3219305,0.816438356
6400313,0
7842035,0.246575342
12548232,0.997260274
18248364,0.920547945
6779562,0
17265592,0.493150685
16017386,0.419178082
14607875,0.243835616
4940718,0.791780822
9092270,0
15790019,0.997260274
12408178,0.473972603
6706080,0.975342466
6524402,0.994520548
16405268,0
9257201,0
17908085,0.471232877
1630073,1
274241,0.698630137
7999120,0
15086279,0.95890411
12594801,0
13866428,0.191780822
13314654,0.819178082
18078627,0.2
663870,0.01369863
10680228,0
13374231,0
9809224,0.690410959
15666965,1
14909298,0.04109589
13962599,0.873972603
985187,0.490410959
15534177,0.473972603
17826477,0.18630137
18022807,1
582239,0.789041096
16416135,0.997260274
16872752,0
71504,0.663013699
8763643,0
15866577,0.136986301
3284250,0
5164711,0
8675430,0
9605551,0.997260274
9677189,0.871232877
2412813,0.739726027
16405094,0.016438356
9409685,0.484931507
1204141,0.947945205
1726045,0.904109589
1124252,0.750684932
4136282,0.432876712
13116418,0.342465753
15600085,1
15873997,0.243835616
12654751,0
14717363,0.997260274
71514,0.849315068
7675858,0
1365453,0.947945205
6413055,1
634424,1
11641304,0.983561644
9937825,0.931506849
1821040,1
14745054,1
2554254,1
16316142,0.991780822
14728337,0.997260274
16735755,0.243835616
15632020,0.838356164
13688397,0.991780822
14596773,0.997260274
2873621,0.928767123
7401408,0.997260274
11601670,0.975342466
4729165,0
1125114,0.920547945
13343523,0.156164384
15159208,0.243835616
12904139,0
12842613,0.578082192
9080399,1
953294,0.805479452
18294393,0.079452055
115205,0.898630137
10790877,1
18283577,0.909589041
10933042,0.994520548
9238266,0
6786100,1
9562343,1
7071934,0
15523137,0.816438356
9490679,1
18464161,1
13020789,0.791780822
17409441,0.893150685
10784354,0.805479452
10528170,0.493150685
13345154,0.139726027
15484165,1
3048606,1
18449878,1
492208,0.753424658
1540744,1
2721302,1
15302331,1
8224269,0
17792431,1
9562378,1
18181998,0.243835616
4811375,0.334246575
6837946,0.750684932
17382281,0.243835616
3684911,0
3084267,0.942465753
3946997,1
18449317,1
13118084,0
4465397,0.994520548
9575442,0.997260274
