	hit_rate
13418404	0.14520547945205478
2586819	0.9287671232876712
3897363	0.9917808219178083
15757827	0.4931506849315068
11103145	0.38904109589041097
14052019	0.9315068493150684
11758214	1.0
4155987	1.0
17000756	0.0958904109589041
16084384	0.4931506849315068
11168558	0.9753424657534246
15754813	0.2136986301369863
18112809	0.810958904109589
14109693	0.03287671232876712
13656004	0.8821917808219178
14769537	0.32602739726027397
15555116	0.37534246575342467
11101243	0.947945205479452
13982422	0.8164383561643835
15096515	0.1726027397260274
4805121	0.8712328767123287
18109405	1.0
17977603	0.019178082191780823
16813200	0.9945205479452055
17780269	0.7123287671232876
14502657	0.8301369863013699
7224956	0.0
10108385	0.08767123287671233
12496724	0.8273972602739726
4072794	0.863013698630137
16509098	0.989041095890411
4070707	0.9780821917808219
17107596	1.0
10682977	0.06301369863013699
604321	0.6794520547945205
16572200	0.9424657534246575
18429048	0.21643835616438356
15087740	0.46301369863013697
16014819	0.04657534246575343
16070008	0.989041095890411
9448893	0.4904109589041096
3615602	0.9506849315068493
3615496	0.8767123287671232
13511388	0.22465753424657534
15129705	0.33424657534246577
11412721	0.0
14689303	0.4684931506849315
13772749	0.0958904109589041
16917065	0.2493150684931507
15566115	0.4821917808219178
3944291	0.6657534246575343
15343693	0.1917808219178082
17046071	0.8191780821917808
16812324	0.4767123287671233
12785422	0.9863013698630136
17979600	0.8328767123287671
3215956	0.9095890410958904
5640425	0.0
13701328	0.4849315068493151
723941	0.35342465753424657
4524622	0.9972602739726028
14748556	0.2356164383561644
8127129	0.4794520547945205
10093148	0.9972602739726028
17040694	0.18904109589041096
6044245	0.989041095890411
18464882	0.1643835616438356
14188641	0.9698630136986301
15673487	0.8301369863013699
14539305	0.9178082191780822
12310916	0.0273972602739726
308584	1.0
14490996	0.8164383561643835
72186	0.6602739726027397
16822035	0.10136986301369863
60935	0.4931506849315068
5288253	1.0
14488784	0.8986301369863013
13545489	0.3452054794520548
12543437	0.10410958904109589
6018798	1.0
14504457	0.873972602739726
14439107	0.41643835616438357
3166863	0.936986301369863
13477170	0.1095890410958904
9261924	0.8931506849315068
14655650	0.9972602739726028
13560280	1.0
15984558	0.21643835616438356
6044620	1.0
4297245	0.7561643835616438
13559286	1.0
16757076	0.2191780821917808
14188406	0.9068493150684932
60940	0.9452054794520548
7989393	0.2465753424657534
13557524	1.0
13557918	1.0
50358	0.6438356164383562
14400725	0.043835616438356165
15054567	0.410958904109589
8106479	0.23835616438356164
16766711	0.01643835616438356
14655574	0.9972602739726028
17669930	0.736986301369863
18126535	0.1726027397260274
300323	0.8328767123287671
300329	1.0
9079629	0.6684931506849315
35933	0.4191780821917808
300311	1.0
16874852	0.2356164383561644
15494283	0.22465753424657534
6121930	0.8849315068493151
288779	1.0
6644097	0.0
16383008	0.4191780821917808
14504624	0.947945205479452
14504229	0.9287671232876712
14504856	0.9068493150684932
14503449	0.9260273972602739
13712528	0.0
14933982	0.8246575342465754
6044612	1.0
6044602	1.0
1735259	0.0
6044166	0.13150684931506848
6765248	1.0
8532464	0.0
734774	1.0
16856040	0.2465753424657534
6303827	0.8575342465753425
18493349	0.410958904109589
13643203	0.8821917808219178
13789667	0.0
400478	1.0
17547478	0.42191780821917807
6425962	0.4410958904109589
15498758	0.24383561643835616
4512980	0.7643835616438356
7289178	1.0
10282611	0.0
9718681	0.0
18238821	0.9178082191780822
16066805	0.4904109589041096
3318745	0.9835616438356164
6305506	0.7972602739726027
3544233	0.7178082191780822
16191688	0.4904109589041096
17867997	0.6684931506849315
1868877	0.4657534246575342
10186684	0.9972602739726028
11874668	1.0
1781488	0.9041095890410958
15805916	0.473972602739726
13319386	0.9506849315068493
11151224	0.13972602739726028
1056955	0.1863013698630137
4726329	0.0
898252	0.947945205479452
2038783	0.4794520547945205
6337539	0.8958904109589041
727707	0.24383561643835616
16576373	0.2547945205479452
12521920	0.010958904109589041
11525048	0.8794520547945206
12872454	0.5698630136986301
7278845	0.8493150684931506
4262415	0.7479452054794521
4787294	0.7315068493150685
14747191	0.7972602739726027
121717	0.947945205479452
15492911	0.4136986301369863
9593699	0.0
9920833	1.0
10476754	0.2410958904109589
15161227	0.9917808219178083
11048380	0.7808219178082192
16883859	0.43561643835616437
3168377	0.6383561643835617
4149780	0.6931506849315069
5650482	0.9342465753424658
2380122	0.9726027397260274
16338002	0.0273972602739726
12833096	0.736986301369863
9061545	0.9972602739726028
5885271	0.043835616438356165
8624273	0.0
738178	0.726027397260274
14929647	0.7315068493150685
16488081	0.4821917808219178
13625332	0.8465753424657534
48118	0.8164383561643835
12139409	0.547945205479452
1194408	0.8931506849315068
9299438	0.06575342465753424
7128734	1.0
902788	0.736986301369863
11738926	0.473972602739726
9888066	0.26575342465753427
8462800	0.9232876712328767
10035675	0.1726027397260274
6079250	0.9424657534246575
15602572	0.24383561643835616
12194415	0.9424657534246575
3304088	0.8465753424657534
7529232	0.0
15632663	0.7397260273972602
9847184	0.9972602739726028
13452881	0.2273972602739726
450939	0.0
9218696	0.9972602739726028
13300536	0.726027397260274
851587	0.9205479452054794
6093649	0.7424657534246575
10206274	0.4328767123287671
4716603	0.736986301369863
15464096	0.1095890410958904
4191870	0.5178082191780822
7403319	0.9561643835616438
522020	0.9945205479452055
12710030	0.2410958904109589
2222970	1.0
13101663	0.16164383561643836
7398419	0.7452054794520548
6153379	0.9671232876712329
12966319	0.9945205479452055
9229793	0.0958904109589041
643646	1.0
5196934	0.9698630136986301
2345348	0.4273972602739726
7129441	1.0
13617788	0.32602739726027397
6013602	0.915068493150685
7389360	0.0
9157599	0.27123287671232876
3783267	0.9123287671232877
9030119	0.3698630136986301
506659	0.9424657534246575
12629858	0.9753424657534246
17543042	0.043835616438356165
16689332	0.2328767123287671
15904225	0.8958904109589041
17608117	0.052054794520547946
5220845	0.9178082191780822
18357049	0.41643835616438357
2072523	0.9315068493150684
10393663	0.7232876712328767
18061399	0.7041095890410959
12816576	0.9616438356164384
9473218	0.10410958904109589
4942926	0.9945205479452055
17940714	0.1095890410958904
2026121	0.14520547945205478
15956836	0.8438356164383561
8813695	0.7917808219178082
3635268	0.9671232876712329
5863395	0.8273972602739726
15890048	0.4767123287671233
5929157	0.9945205479452055
226609	0.7917808219178082
13005599	1.0
5075412	0.09315068493150686
12544639	0.0
13266485	0.3150684931506849
8939727	0.9260273972602739
11167474	0.21643835616438356
16016183	0.4520547945205479
10051892	0.16986301369863013
1924995	0.9315068493150684
15721651	0.14794520547945206
7494583	0.0
14368754	0.9315068493150684
13654063	0.8136986301369863
14769283	0.7424657534246575
4252654	0.9972602739726028
4937356	1.0
1860700	0.7041095890410959
10573377	0.0
17125665	0.4410958904109589
14268409	0.7726027397260274
4738087	0.8082191780821918
8539072	0.0
4803044	0.0
16599778	0.16986301369863013
1608813	0.33424657534246577
8799711	0.0
9847560	1.0
4605018	0.5671232876712329
8391306	1.0
16334829	0.4410958904109589
12227565	0.936986301369863
14755802	0.7013698630136986
16375084	0.4794520547945205
12853171	0.7945205479452054
10279512	0.547945205479452
17045261	0.4904109589041096
4217123	0.24383561643835616
8392466	1.0
7804135	0.21095890410958903
6426830	0.821917808219178
17108083	0.4904109589041096
17304013	0.989041095890411
4268564	0.0
14083751	0.8
13864335	0.7780821917808219
13514774	0.2356164383561644
15741993	0.27945205479452057
16724403	0.4821917808219178
602514	0.0
14233605	0.22465753424657534
5385260	1.0
18468859	0.9972602739726028
10596792	0.030136986301369864
7416214	0.33972602739726027
4768700	0.0
8068957	0.8383561643835616
16260618	0.23835616438356164
1645234	1.0
7805879	0.7424657534246575
9574564	0.43561643835616437
17881318	0.0
7279344	0.2493150684931507
7278653	0.9342465753424658
1445819	0.6547945205479452
1117858	0.336986301369863
854258	0.8
10553430	0.7945205479452054
12911544	0.8876712328767123
4129518	0.736986301369863
1966544	0.9506849315068493
7182074	0.9424657534246575
14396344	1.0
2819257	1.0
15130334	0.24383561643835616
1818856	1.0
15719005	0.9315068493150684
16220188	0.00821917808219178
16330364	0.15616438356164383
13548848	0.9945205479452055
8996582	0.7643835616438356
8305432	0.9917808219178083
18059204	0.0958904109589041
13397738	0.9863013698630136
7402485	0.3917808219178082
16369859	0.4904109589041096
18094452	0.947945205479452
14201708	0.6027397260273972
8188578	0.9643835616438357
15758753	0.9205479452054794
17763066	0.410958904109589
17589714	0.947945205479452
14639518	0.2356164383561644
16933577	1.0
16508067	0.8657534246575342
15817998	0.0
2925726	1.0
16740058	0.3698630136986301
18044559	1.0
13497291	0.9835616438356164
16437795	0.9972602739726028
6240341	0.9205479452054794
15945555	0.40821917808219177
13882274	0.4136986301369863
2007473	0.8410958904109589
18010414	0.4849315068493151
13606819	0.024657534246575342
14501652	0.9041095890410958
12623061	0.9972602739726028
10001372	1.0
17032353	1.0
10153794	0.14520547945205478
17821448	1.0
17667849	0.5780821917808219
15636559	0.33424657534246577
16239810	0.4931506849315068
13929036	0.958904109589041
11637944	0.4931506849315068
15088712	0.24383561643835616
4576274	0.6027397260273972
17867446	0.3589041095890411
15452393	0.24383561643835616
16179725	0.0
12096098	0.9123287671232877
17666642	1.0
9739855	0.0
9758070	1.0
9750094	0.2410958904109589
18124200	0.9726027397260274
4929392	0.7479452054794521
18008477	0.10684931506849316
17075450	1.0
16239355	0.2465753424657534
14649116	0.9863013698630136
16856537	1.0
14059489	0.4904109589041096
13901626	0.00821917808219178
14016839	0.3863013698630137
17220879	0.4602739726027397
18041797	0.08493150684931507
9771001	0.9972602739726028
16630334	0.2465753424657534
15860683	0.8684931506849315
17698358	0.6767123287671233
9516417	0.989041095890411
17513751	0.07671232876712329
3712851	1.0
17627136	0.4931506849315068
14154925	0.9972602739726028
14810362	0.9945205479452055
9961396	0.4547945205479452
17759908	0.726027397260274
18118225	0.1178082191780822
14284062	0.473972602739726
10417384	1.0
14658022	0.536986301369863
6188072	0.8986301369863013
11257722	0.9972602739726028
14920747	1.0
18109123	0.9917808219178083
12087040	0.16986301369863013
17687223	0.4904109589041096
2547335	0.0
13883680	0.5863013698630137
18077648	0.08493150684931507
18010665	0.4876712328767123
17780529	0.7232876712328767
18007593	0.11506849315068493
18014072	0.4821917808219178
16694387	0.8082191780821918
14595918	0.9561643835616438
14202325	0.6602739726027397
7385158	0.9780821917808219
7385035	0.6547945205479452
18329089	0.9972602739726028
16886326	0.9835616438356164
11639485	0.4931506849315068
17990325	0.9972602739726028
18064112	0.27945205479452057
11443623	0.9972602739726028
17994609	0.1917808219178082
10332001	0.2410958904109589
15573824	0.989041095890411
14786234	0.9041095890410958
3946877	0.7698630136986301
18128783	0.2410958904109589
9346080	0.0
18083618	0.2219178082191781
10394067	0.5698630136986301
8864713	0.39452054794520547
17668138	0.1726027397260274
9028236	0.9945205479452055
18450769	0.9808219178082191
15042856	0.23835616438356164
18450568	0.030136986301369864
13618794	0.663013698630137
16614278	0.4
13992688	0.6958904109589041
11761315	0.07671232876712329
16695546	0.8027397260273973
18449852	0.4876712328767123
16586315	0.3315068493150685
17991028	0.7972602739726027
6389499	1.0
13467384	0.4767123287671233
9465562	0.473972602739726
15760836	0.410958904109589
15039881	0.9972602739726028
16219090	0.2328767123287671
2980301	1.0
16547045	0.4931506849315068
18315331	0.038356164383561646
4616984	1.0
14185209	0.2465753424657534
15822534	0.9863013698630136
18180761	0.4794520547945205
2977186	0.9726027397260274
8972264	1.0
7955669	1.0
17457497	0.9452054794520548
12738900	0.5506849315068493
12935478	0.4849315068493151
17850042	0.0410958904109589
4973812	0.9232876712328767
9395450	0.23013698630136986
18308322	0.9753424657534246
6838295	0.873972602739726
5920522	0.8328767123287671
7034518	0.9780821917808219
17519674	0.7232876712328767
17031843	0.38082191780821917
5261353	0.5068493150684932
17254998	0.410958904109589
16470117	0.9972602739726028
15156510	0.24383561643835616
6045926	0.9917808219178083
16989578	0.21095890410958903
15873233	0.410958904109589
12826997	0.08767123287671233
3890624	1.0
7565496	1.0
16693820	0.8438356164383561
6760715	1.0
2262698	0.19452054794520549
15675422	0.6684931506849315
8988326	0.4301369863013699
15606255	0.9232876712328767
10035331	1.0
17990765	0.09041095890410959
13899834	0.5863013698630137
16848792	0.9315068493150684
16586571	0.4904109589041096
16586462	0.3835616438356164
5407486	1.0
18026483	0.410958904109589
12848884	0.136986301369863
18027738	0.7232876712328767
10824676	0.9726027397260274
17094703	0.9315068493150684
14616310	1.0
15860740	0.8191780821917808
11275071	1.0
14829079	1.0
13601221	0.22465753424657534
16855865	1.0
18428370	0.0958904109589041
18231736	0.07671232876712329
10498164	0.7808219178082192
18025841	0.4904109589041096
17554445	0.35342465753424657
13829680	0.9178082191780822
14551723	0.9643835616438357
17211793	0.4904109589041096
18254110	0.2465753424657534
9968750	1.0
15708148	0.989041095890411
14228669	0.7643835616438356
11606566	0.29041095890410956
16526902	0.4136986301369863
15734488	0.0
17437952	0.27671232876712326
16693777	0.8301369863013699
17667119	0.6904109589041096
17829336	0.2410958904109589
5704758	0.7643835616438356
18287669	0.4547945205479452
12193322	0.4328767123287671
17704215	0.6931506849315069
17500475	0.0
16320062	0.473972602739726
8849532	0.0
13239421	0.673972602739726
17106251	0.26575342465753427
17405257	0.4904109589041096
18177762	0.23013698630136986
17980147	0.4931506849315068
16650289	0.4904109589041096
1259671	0.7287671232876712
3048760	0.0
12827728	0.1589041095890411
17160997	0.0
12091072	0.6712328767123288
4644788	0.5342465753424658
18446274	0.1863013698630137
245366	0.5863013698630137
7631980	0.9534246575342465
7992	0.7342465753424657
729705	0.336986301369863
14819908	0.46301369863013697
17372523	0.8383561643835616
18476565	0.9863013698630136
2889528	0.0
4059800	0.9972602739726028
839235	0.21095890410958903
5698154	0.4
3985416	0.9972602739726028
6287301	0.9561643835616438
12731932	0.947945205479452
3687150	0.663013698630137
998925	0.5972602739726027
6506661	0.9643835616438357
10544608	1.0
10020014	0.9945205479452055
1950750	0.4602739726027397
1237815	0.9068493150684932
16842334	0.2958904109589041
16186479	0.0
17626994	0.1178082191780822
15313818	0.9342465753424658
5173986	0.0
9760639	0.39452054794520547
191733	0.6657534246575343
4385514	0.32054794520547947
1698049	0.9178082191780822
2419745	0.9205479452054794
18305547	1.0
51307	0.7616438356164383
12805392	0.4438356164383562
8190529	1.0
14341534	0.08493150684931507
6144351	0.1863013698630137
13942843	0.9972602739726028
15974346	0.0410958904109589
5685156	0.0
11910103	0.0
7517923	0.0
2602008	0.8465753424657534
13674035	0.9808219178082191
7053933	0.2328767123287671
11116617	0.0
7118521	0.9726027397260274
11770800	0.0
6591601	0.8712328767123287
953817	0.9643835616438357
8154377	0.0547945205479452
5607340	0.9041095890410958
14125614	0.4684931506849315
7440618	0.8821917808219178
3310288	0.0958904109589041
491168	0.8082191780821918
6914608	1.0
5160786	0.0
11826673	0.3589041095890411
13464348	0.0
16740771	0.0
14138405	0.4657534246575342
4680505	0.8547945205479452
10708502	0.7534246575342466
14967360	0.9315068493150684
17588127	0.14520547945205478
286866	0.39452054794520547
4086960	0.9972602739726028
6186079	0.0
1530440	0.9945205479452055
16407066	0.38904109589041097
12539320	0.1178082191780822
7163179	0.0
17188729	0.1589041095890411
4637876	0.7178082191780822
1160510	0.7178082191780822
16005864	0.4383561643835616
17175597	0.4547945205479452
3083959	0.8383561643835616
5112729	1.0
7550581	0.0
15147515	0.8438356164383561
18429843	0.5452054794520548
3923395	0.7698630136986301
16134698	0.12876712328767123
995305	0.8082191780821918
1454412	0.9397260273972603
138244	0.7013698630136986
5445780	0.0
2559573	0.7232876712328767
6557128	0.7068493150684931
1313472	0.7808219178082192
5309499	0.24383561643835616
15598273	0.4328767123287671
9700130	0.9945205479452055
1048577	0.08767123287671233
12957025	0.6109589041095891
13328181	0.8493150684931506
2728951	0.0
12272772	0.8465753424657534
17846105	0.8657534246575342
13684502	0.736986301369863
16252716	0.3643835616438356
13478984	0.736986301369863
13941690	0.7972602739726027
12172613	0.5506849315068493
6900076	0.6712328767123288
13451965	0.0
18309423	0.9123287671232877
6886888	0.7972602739726027
7458577	0.7835616438356164
17239384	0.4
16071326	0.20821917808219179
16114302	0.043835616438356165
3980863	0.9013698630136986
6766070	0.18356164383561643
16069541	0.1863013698630137
15806552	0.4958904109589041
17267680	0.9178082191780822
13138141	0.9397260273972603
18265842	0.9863013698630136
8631901	0.8191780821917808
13592114	0.07945205479452055
16114087	0.043835616438356165
16312268	0.043835616438356165
18226182	0.9945205479452055
13603327	0.07945205479452055
16312317	0.057534246575342465
18226054	0.9616438356164384
14216909	0.947945205479452
12310857	0.810958904109589
9755989	0.3150684931506849
10104444	0.07123287671232877
16155288	0.9123287671232877
13592173	0.07945205479452055
16155625	0.821917808219178
18244935	0.9232876712328767
18344118	1.0
16111572	0.06027397260273973
16111651	0.06301369863013699
14746571	0.07945205479452055
16113821	0.03287671232876712
16111476	0.07945205479452055
8373233	0.8273972602739726
10570618	0.16986301369863013
8704701	0.33972602739726027
13982111	0.3232876712328767
16261244	0.1178082191780822
13129891	0.16712328767123288
14014118	0.6712328767123288
16111285	0.07397260273972603
13996743	0.8986301369863013
10654551	0.0
18476345	1.0
14078459	0.27123287671232876
17191522	0.2054794520547945
5526345	0.936986301369863
16114402	0.030136986301369864
16312124	0.03561643835616438
16114545	0.07945205479452055
16114153	0.07945205479452055
13660207	0.07945205479452055
5918974	0.9123287671232877
16114475	0.07671232876712329
16312899	0.043835616438356165
10998029	0.3917808219178082
17997772	0.8356164383561644
16113877	0.07945205479452055
8013052	0.9561643835616438
4495428	0.9013698630136986
11396042	0.8438356164383561
13603972	0.07671232876712329
18240512	0.9945205479452055
16114510	0.043835616438356165
13603857	0.07123287671232877
13603466	0.07945205479452055
16114192	0.07945205479452055
15819196	0.24383561643835616
10274815	0.0027397260273972603
18472645	0.9945205479452055
9867256	0.4136986301369863
13602844	0.07945205479452055
4540279	0.4684931506849315
7915214	0.46301369863013697
15806813	0.5205479452054794
15806709	0.16986301369863013
18277566	0.958904109589041
13080420	0.4246575342465753
16114034	0.043835616438356165
16113995	0.07397260273972603
12022403	0.5095890410958904
18253249	1.0
8373331	0.821917808219178
13636622	0.07945205479452055
16286482	0.5616438356164384
18288524	0.958904109589041
16114438	0.07945205479452055
15806642	0.15616438356164383
16313023	0.07945205479452055
15990034	0.9123287671232877
17267903	0.9835616438356164
11992657	0.27123287671232876
16121603	0.0
13647566	0.39452054794520547
17299621	0.1643835616438356
11971223	0.03287671232876712
11465156	0.08767123287671233
4566166	0.33424657534246577
16312230	0.07397260273972603
16313134	0.043835616438356165
16312034	0.043835616438356165
16312981	0.043835616438356165
18278021	0.9643835616438357
16114228	0.0410958904109589
16114354	0.08493150684931507
17191808	0.15616438356164383
8114376	0.7205479452054795
18467182	0.989041095890411
8373375	0.8657534246575342
4440008	0.3315068493150685
16859079	0.9643835616438357
18445469	0.2410958904109589
14334544	0.4547945205479452
16103540	0.07123287671232877
7386475	0.4904109589041096
8629901	0.8054794520547945
18196461	0.9643835616438357
16098610	0.36712328767123287
6866084	0.16986301369863013
8691474	0.0
17206784	0.21095890410958903
13674565	0.07945205479452055
9545027	0.8821917808219178
8625772	0.33424657534246577
18259367	1.0
7117076	0.8767123287671232
13603038	0.07945205479452055
11634731	0.043835616438356165
18253484	0.9698630136986301
13731033	0.0821917808219178
17269843	0.8191780821917808
13604416	0.07945205479452055
8683685	0.8383561643835616
16155063	0.8356164383561644
16155164	0.9643835616438357
7765579	0.0
9944452	0.9342465753424658
13660276	0.07945205479452055
13660081	0.07123287671232877
12871815	0.4
4746568	0.9232876712328767
550153	0.9698630136986301
14389569	0.07945205479452055
16082746	0.4328767123287671
14072071	1.0
16082400	0.0
10457193	0.9671232876712329
17193862	0.9452054794520548
14853211	0.1780821917808219
11950632	0.8931506849315068
14637846	0.42191780821917807
18240467	1.0
9396854	0.0
6505664	0.0
6006534	0.9397260273972603
16114125	0.07945205479452055
18431683	0.9972602739726028
15678364	0.7863013698630137
16113666	0.06027397260273973
16113354	0.043835616438356165
18472482	0.989041095890411
18472391	1.0
11680622	1.0
17270031	0.3780821917808219
8990888	0.24383561643835616
13636422	0.06301369863013699
12917085	0.8410958904109589
18485149	1.0
18288426	1.0
8718852	0.9068493150684932
16113415	0.07945205479452055
11417978	0.3150684931506849
16725021	0.4547945205479452
16114257	0.0410958904109589
18231903	0.9972602739726028
7660161	0.9123287671232877
7483883	0.7863013698630137
16003481	0.8328767123287671
15806422	0.21643835616438356
17423684	0.2547945205479452
18231518	0.8958904109589041
14887528	0.8136986301369863
18344448	0.9452054794520548
13261964	0.8383561643835616
